CONTEST_ID	CONTEST_ORDER	CANDIDATE_ORDER	TOTAL	CANDIDATE_PARTY_ID	CANDIDATE_ID	VOTE_FOR	CONTEST_TYPE	CANDIDATE_TYPE	TOTAL_PRECINCTS	PROCESSED_DONE	PROCESSED_STARTED	IS_WRITEIN_CANDIDATE	CONTEST_FULL_NAME	CANDIDATE_FULL_NAME	CONTEST_TOTAL	undervote	overvote	IS_WINNER	cf_cand_class	IS_PRECINCT_LEVEL	PRECINCT_NAME	is_visible
2	2	4	10140	0	94	1	0	0	206	206	206	0	U.S. Representative District 6	  - Bill Driscoll	51756	1617	77	0	candidate	0		0
2	2	5	2926	0	95	1	0	0	206	206	206	0	U.S. Representative District 6	  - David (Ike) Eichner	51756	1617	77	0	candidate	0		0
2	2	6	472	0	96	1	0	0	206	206	206	0	U.S. Representative District 6	  - Stephan Andrew Brodhead	51756	1617	77	0	candidate	0		0
2	2	7	3898	0	97	1	0	0	206	206	206	0	U.S. Representative District 6	  - Doug Cloud	51756	1617	77	0	candidate	0		0
3	3	1	662	0	98	1	0	0	95	95	95	0	U.S. Representative District 1	  - Brian Berry	26024	1874	52	0	candidate	0		0
3	3	2	471	0	99	1	0	0	95	95	95	0	U.S. Representative District 1	  - Ruth Morrison	26024	1874	52	0	candidate	0		0
3	3	3	2397	0	100	1	0	0	95	95	95	0	U.S. Representative District 1	  - Laura Ruderman	26024	1874	52	0	candidate	0		0
3	3	4	588	0	101	1	0	0	95	95	95	0	U.S. Representative District 1	  - J. Byron Holcomb	26024	1874	52	0	candidate	0		0
3	3	5	544	0	102	1	0	0	95	95	95	0	U.S. Representative District 1	  - Darshan Rauniyar	26024	1874	52	0	candidate	0		0
3	3	6	9204	0	103	1	0	0	95	95	95	0	U.S. Representative District 1	  - John Koster	26024	1874	52	1	winner	0		0
3	3	7	428	0	104	1	0	0	95	95	95	0	U.S. Representative District 1	  - Brian Sullivan	26024	1874	52	0	candidate	0		0
3	3	8	1272	0	105	1	0	0	95	95	95	0	U.S. Representative District 1	  - Steven J. Gerdes	26024	1874	52	0	candidate	0		0
3	3	9	651	0	106	1	0	0	95	95	95	0	U.S. Representative District 1	  - Bob Champion	26024	1874	52	0	candidate	0		0
3	3	10	6177	0	107	1	0	0	95	95	95	0	U.S. Representative District 1	  - Suzan DelBene	26024	1874	52	0	candidate	0		0
3	3	11	3630	0	108	1	0	0	95	95	95	0	U.S. Representative District 1	  - Darcy Burner	26024	1874	52	0	candidate	0		0
4	4	1	977	0	109	1	0	0	206	206	206	0	Governor	  - Rob Hill	52931	518	42	0	candidate	0		0
4	4	2	23342	0	110	1	0	0	206	206	206	0	Governor	  - Rob McKenna	52931	518	42	0	candidate	0		0
4	4	3	25213	0	111	1	0	0	206	206	206	0	Governor	  - Jay Inslee	52931	518	42	1	winner	0		0
4	4	4	529	0	112	1	0	0	206	206	206	0	Governor	  - James White	52931	518	42	0	candidate	0		0
4	4	5	385	0	113	1	0	0	206	206	206	0	Governor	  - Christian Joubert	52931	518	42	0	candidate	0		0
4	4	6	1584	0	114	1	0	0	206	206	206	0	Governor	  - Shahram Hadian	52931	518	42	0	candidate	0		0
4	4	7	382	0	115	1	0	0	206	206	206	0	Governor	  - L. Dale Sorgen	52931	518	42	0	candidate	0		0
4	4	8	328	0	116	1	0	0	206	206	206	0	Governor	  - Max Sampson	52931	518	42	0	candidate	0		0
4	4	9	191	0	117	1	0	0	206	206	206	0	Governor	  - Javier O. Lopez	52931	518	42	0	candidate	0		0
5	5	1	7800	0	118	1	0	0	206	206	206	0	Lieutenant Governor	  - Glenn Anderson	51054	2334	68	0	candidate	0		0
5	5	2	26025	0	119	1	0	0	206	206	206	0	Lieutenant Governor	  - Brad Owen	51054	2334	68	1	winner	0		0
5	5	3	1431	0	120	1	0	0	206	206	206	0	Lieutenant Governor	  - James Robert Deal	51054	2334	68	0	candidate	0		0
5	5	4	13897	0	121	1	0	0	206	206	206	0	Lieutenant Governor	  - Bill Finkbeiner	51054	2334	68	0	candidate	0		0
5	5	5	238	0	122	1	0	0	206	206	206	0	Lieutenant Governor	  - Dave T. Sumner IV	51054	2334	68	0	candidate	0		0
5	5	6	1663	0	123	1	0	0	206	206	206	0	Lieutenant Governor	  - Mark Greene	51054	2334	68	0	candidate	0		0
6	6	1	6128	0	124	1	0	0	206	206	206	0	Secretary of State	  - Jim Kastama	50688	2658	93	0	candidate	0		0
6	6	2	1659	0	125	1	0	0	206	206	206	0	Secretary of State	  - David J. Anderson	50688	2658	93	0	candidate	0		0
6	6	3	746	0	126	1	0	0	206	206	206	0	Secretary of State	  - Sam Wright	50688	2658	93	0	candidate	0		0
6	6	4	1526	0	127	1	0	0	206	206	206	0	Secretary of State	  - Karen Murray	50688	2658	93	0	candidate	0		0
6	6	5	10586	0	128	1	0	0	206	206	206	0	Secretary of State	  - Kathleen Drew	50688	2658	93	0	candidate	0		0
6	6	6	20670	0	129	1	0	0	206	206	206	0	Secretary of State	  - Kim Wyman	50688	2658	93	1	winner	0		0
6	6	7	9373	0	130	1	0	0	206	206	206	0	Secretary of State	  - Greg Nickels	50688	2658	93	0	candidate	0		0
7	7	1	36030	0	131	1	0	0	206	206	206	0	State Treasurer	  - Jim McIntire	36030	15485	2	1	winner	0		0
8	8	1	12719	0	132	1	0	0	206	206	206	0	State Auditor	  - Troy Kelley	48893	4480	29	0	candidate	0		0
8	8	2	22950	0	133	1	0	0	206	206	206	0	State Auditor	  - James Watkins	48893	4480	29	1	winner	0		0
8	8	3	4615	0	134	1	0	0	206	206	206	0	State Auditor	  - Mark Miloscia	48893	4480	29	0	candidate	0		0
8	8	4	8609	0	135	1	0	0	206	206	206	0	State Auditor	  - Craig Pridemore	48893	4480	29	0	candidate	0		0
9	9	1	25676	0	136	1	0	0	206	206	206	0	Attorney General	  - Bob Ferguson	50551	2876	19	1	winner	0		0
9	9	2	19179	0	137	1	0	0	206	206	206	0	Attorney General	  - Reagan Dunn	50551	2876	19	0	candidate	0		0
9	9	3	5696	0	138	1	0	0	206	206	206	0	Attorney General	  - Stephen Pidgeon	50551	2876	19	0	candidate	0		0
10	10	1	4079	0	139	1	0	0	206	206	206	0	Commissioner of Public Lands	  - Stephen A. Sharon	50105	3119	13	0	candidate	0		0
10	10	2	25838	0	140	1	0	0	206	206	206	0	Commissioner of Public Lands	  - Peter J. Goldmark	50105	3119	13	1	winner	0		0
10	10	3	20188	0	141	1	0	0	206	206	206	0	Commissioner of Public Lands	  - Clint Didier	50105	3119	13	0	candidate	0		0
11	11	1	6015	0	142	1	0	0	206	206	206	0	Superintendent Public Instruction	  - James Bauckman	44603	8666	14	0	candidate	0		0
11	11	2	24422	0	143	1	0	0	206	206	206	0	Superintendent Public Instruction	  - Randy I. Dorn	44603	8666	14	1	winner	0		0
11	11	3	4937	0	144	1	0	0	206	206	206	0	Superintendent Public Instruction	  - Don Hansler	44603	8666	14	0	candidate	0		0
11	11	4	2578	0	145	1	0	0	206	206	206	0	Superintendent Public Instruction	  - John Patterson Blair	44603	8666	14	0	candidate	0		0
11	11	5	6651	0	146	1	0	0	206	206	206	0	Superintendent Public Instruction	  - Ronald L. (Ron) Higgins	44603	8666	14	0	candidate	0		0
12	12	1	11274	0	147	1	0	0	206	206	206	0	Insurance Commissioner	  - John R. Adams	49778	3659	24	0	candidate	0		0
12	12	2	26691	0	148	1	0	0	206	206	206	0	Insurance Commissioner	  - Mike Kreidler	49778	3659	24	1	winner	0		0
12	12	3	9640	0	149	1	0	0	206	206	206	0	Insurance Commissioner	  - Scott Reilly	49778	3659	24	0	candidate	0		0
12	12	4	2173	0	150	1	0	0	206	206	206	0	Insurance Commissioner	  - Brian C. Berend	49778	3659	24	0	candidate	0		0
13	13	1	10256	0	151	1	0	0	105	105	105	0	State Senator 23	  - Bret A. Treadwell	29080	1659	4	0	candidate	0		0
13	13	2	18824	0	152	1	0	0	105	105	105	0	State Senator 23	  - Christine Rolfes	29080	1659	4	1	winner	0		0
14	14	1	17641	0	153	1	0	0	105	105	105	0	State Representative 23 Position 1	  - Sherry V. Appleton	29360	1414	1	1	winner	0		0
14	14	2	11719	0	154	1	0	0	105	105	105	0	State Representative 23 Position 1	  - Tony Stephens	29360	1414	1	0	candidate	0		0
15	15	1	15080	0	155	1	0	0	105	105	105	0	State Representative 23 Position 2	  - Drew Hansen	28783	2008	5	1	winner	0		0
15	15	2	11722	0	156	1	0	0	105	105	105	0	State Representative 23 Position 2	  - James M. Olsen	28783	2008	5	0	candidate	0		0
15	15	3	1981	0	157	1	0	0	105	105	105	0	State Representative 23 Position 2	  - Henning B. Larsen	28783	2008	5	0	candidate	0		0
16	16	1	3789	0	158	1	0	0	55	55	55	0	State Representative 26 Position 1	  - Karin Ashabraner	14127	596	4	0	candidate	0		0
16	16	2	8249	0	159	1	0	0	55	55	55	0	State Representative 26 Position 1	  - Jan Angel	14127	596	4	1	winner	0		0
16	16	3	2089	0	160	1	0	0	55	55	55	0	State Representative 26 Position 1	  - Stephen Greer	14127	596	4	0	candidate	0		0
17	17	1	6501	0	161	1	0	0	55	55	55	0	State Representative 26 Position 2	  - Doug Richards	14102	624	3	0	candidate	0		0
17	17	2	7601	0	162	1	0	0	55	55	55	0	State Representative 26 Position 2	  - Larry Seaquist	14102	624	3	1	winner	0		0
18	18	1	3760	0	163	1	0	0	46	46	46	0	State Representative 35 Position 1	  - Kathy Haigh	7523	382	3	0	candidate	0		0
18	18	2	3763	0	164	1	0	0	46	46	46	0	State Representative 35 Position 1	  - Dan Griffey	7523	382	3	1	winner	0		0
19	19	1	2244	0	165	1	0	0	46	46	46	0	State Representative 35 Position 2	  - Lynda Ring-Erickson	7403	506	2	0	candidate	0		0
19	19	2	3368	0	166	1	0	0	46	46	46	0	State Representative 35 Position 2	  - Drew C. MacEwen	7403	506	2	1	winner	0		0
19	19	3	1358	0	167	1	0	0	46	46	46	0	State Representative 35 Position 2	  - Jeff Davis	7403	506	2	0	candidate	0		0
19	19	4	433	0	168	1	0	0	46	46	46	0	State Representative 35 Position 2	  - Glenn H. Gaither	7403	506	2	0	candidate	0		0
20	20	1	11662	0	169	1	0	0	65	65	65	0	County Commissioner District 1	  - Robert ''Rob'' Gelder	18769	1395	1	1	winner	0		0
20	20	2	7107	0	170	1	0	0	65	65	65	0	County Commissioner District 1	  - Chris Tibbs	18769	1395	1	0	candidate	0		0
21	21	1	5304	0	171	1	0	0	72	72	72	0	County Commissioner District  2	  - Charlotte Garrido	15838	621	11	0	candidate	0		0
21	21	2	5969	0	172	1	0	0	72	72	72	0	County Commissioner District  2	  - Linda Simpson	15838	621	11	1	winner	0		0
21	21	3	1251	0	173	1	0	0	72	72	72	0	County Commissioner District  2	  - Kristine K. Danielson	15838	621	11	0	candidate	0		0
21	21	4	3314	0	174	1	0	0	72	72	72	0	County Commissioner District  2	  - Lary Coppola	15838	621	11	0	candidate	0		0
22	22	1	11888	0	175	1	0	0	206	206	206	0	Supreme Court Justice Position 2	  - Douglas W. McQuaid	44802	8465	12	0	candidate	0		0
22	22	2	26955	0	176	1	0	0	206	206	206	0	Supreme Court Justice Position 2	  - Susan Owens	44802	8465	12	1	winner	0		0
22	22	3	5959	0	177	1	0	0	206	206	206	0	Supreme Court Justice Position 2	  - Scott Stafne	44802	8465	12	0	candidate	0		0
23	23	1	19948	0	178	1	0	0	206	206	206	0	Supreme Court Justice Position 8	  - Bruce O. Danielson	45050	8278	11	0	candidate	0		0
23	23	2	25102	0	179	1	0	0	206	206	206	0	Supreme Court Justice Position 8	  - Steve Gonzalez	45050	8278	11	1	winner	0		0
24	24	1	10440	0	180	1	0	0	206	206	206	0	Supreme Court Justice Position 9	  - Bruce Hilyer	45475	7851	37	0	candidate	0		0
24	24	2	15195	0	181	1	0	0	206	206	206	0	Supreme Court Justice Position 9	  - Sheryl Gordon McCloud	45475	7851	37	1	winner	0		0
24	24	3	13371	0	182	1	0	0	206	206	206	0	Supreme Court Justice Position 9	  - Richard B. Sanders	45475	7851	37	0	candidate	0		0
24	24	4	6469	0	183	1	0	0	206	206	206	0	Supreme Court Justice Position 9	  - John W. Ladenburg	45475	7851	37	0	candidate	0		0
25	25	1	7748	0	184	1	0	0	206	206	206	0	Court of Appeals Div 2 Dist 2 Pos 2	  - Thomas Bjorgen	44031	9267	52	0	candidate	0		0
25	25	2	12159	0	185	1	0	0	206	206	206	0	Court of Appeals Div 2 Dist 2 Pos 2	  - Pamela (Pam) Loginsky	44031	9267	52	1	winner	0		0
25	25	3	7238	0	186	1	0	0	206	206	206	0	Court of Appeals Div 2 Dist 2 Pos 2	  - Thomas (Tom) E. Weaver, Jr.	44031	9267	52	0	candidate	0		0
25	25	4	6502	0	187	1	0	0	206	206	206	0	Court of Appeals Div 2 Dist 2 Pos 2	  - Michael Lynch	44031	9267	52	0	candidate	0		0
25	25	5	4672	0	188	1	0	0	206	206	206	0	Court of Appeals Div 2 Dist 2 Pos 2	  - Brendan Williams	44031	9267	52	0	candidate	0		0
25	25	6	5712	0	189	1	0	0	206	206	206	0	Court of Appeals Div 2 Dist 2 Pos 2	  - Jim Foley	44031	9267	52	0	candidate	0		0
26	26	1	22238	0	190	1	0	0	206	206	206	0	Superior Court Judge Court 7	  - Jennifer Forbes	45074	8106	40	1	winner	0		0
26	26	2	7672	0	191	1	0	0	206	206	206	0	Superior Court Judge Court 7	  - Rob MacDermid	45074	8106	40	0	candidate	0		0
26	26	3	6377	0	192	1	0	0	206	206	206	0	Superior Court Judge Court 7	  - Bill Houser	45074	8106	40	0	candidate	0		0
26	26	4	8787	0	193	1	0	0	206	206	206	0	Superior Court Judge Court 7	  - Karen Klein	45074	8106	40	0	candidate	0		0
27	27	1	4509		27	1	4	4	38	38	38	0	Bremerton School Prop 1 Levy	YES	7421	285	0	1	winner	0		0
27	27	2	2912		28	1	4	4	38	38	38	0	Bremerton School Prop 1 Levy	NO	7421	285	0	0	candidate	0		0
28	28	1	22	0	194	1	0	0	1	1	1	0	PCO Rep 005	  - Mark Arries	48	114	1	0	candidate	0		0
28	28	2	26	0	195	1	0	0	1	1	1	0	PCO Rep 005	  - Ronald D. Findlay	48	114	1	1	winner	0		0
29	29	1	29	0	196	1	0	0	1	1	1	0	PCO Rep 013	  - Erin Hawkins	71	176	0	0	candidate	0		0
29	29	2	42	0	197	1	0	0	1	1	1	0	PCO Rep 013	  - Dean M. Hough	71	176	0	1	winner	0		0
30	30	1	81	0	198	1	0	0	1	1	1	0	PCO Rep 015	  - Josh Shoup	102	214	1	1	winner	0		0
30	30	2	21	0	199	1	0	0	1	1	1	0	PCO Rep 015	  - Thomas R. Delcour-Paolino	102	214	1	0	candidate	0		0
31	31	1	96	0	200	1	0	0	1	1	1	0	PCO Rep 037	  - Arna Wang Souza	140	272	0	1	winner	0		0
31	31	2	44	0	201	1	0	0	1	1	1	0	PCO Rep 037	  - Jose L. Maldonado Dusseau II	140	272	0	0	candidate	0		0
32	32	1	62	0	202	1	0	0	1	1	1	0	PCO REP 046	  - Mike Davidson	86	210	1	1	winner	0		0
32	32	2	24	0	203	1	0	0	1	1	1	0	PCO REP 046	  - James T. Carender	86	210	1	0	candidate	0		0
33	33	1	34	0	204	1	0	0	1	1	1	0	PCO REP 052	  - Chris Kroneberger	63	138	0	1	winner	0		0
33	33	2	29	0	205	1	0	0	1	1	1	0	PCO REP 052	  - Jon Waters	63	138	0	0	candidate	0		0
34	34	1	78	0	206	1	0	0	1	1	1	0	PCO REP 056	  - Diane L. Asp	127	169	0	1	winner	0		0
34	34	2	49	0	207	1	0	0	1	1	1	0	PCO REP 056	  - Marcus Carter	127	169	0	0	candidate	0		0
35	35	1	34	0	208	1	0	0	1	1	1	0	PCO REP 073	  - Thomas McCormick	56	133	2	1	winner	0		0
35	35	2	22	0	209	1	0	0	1	1	1	0	PCO REP 073	  - Tim McCormick	56	133	2	0	candidate	0		0
36	36	1	96	0	210	1	0	0	1	1	1	0	PCO REP 102	  - Chris Ferguson	127	216	1	1	winner	0		0
36	36	2	31	0	211	1	0	0	1	1	1	0	PCO REP 102	  - Renee N. Martin	127	216	1	0	candidate	0		0
37	37	1	49	0	212	1	0	0	1	1	1	0	PCO REP 110	  - Paige E. Mitchell	97	134	0	1	winner	0		0
37	37	2	48	0	213	1	0	0	1	1	1	0	PCO REP 110	  - Timothy Runyan	97	134	0	0	candidate	0		0
38	38	1	83	0	214	1	0	0	1	1	1	0	PCO REP 140	  - Abby Burlingame	106	169	0	1	winner	0		0
38	38	2	23	0	215	1	0	0	1	1	1	0	PCO REP 140	  - Anthony D. Contreras	106	169	0	0	candidate	0		0
39	39	1	108	0	216	1	0	0	1	1	1	0	PCO REP 153	  - Annetta Knight	146	208	0	1	winner	0		0
39	39	2	38	0	217	1	0	0	1	1	1	0	PCO REP 153	  - Martha de Forest	146	208	0	0	candidate	0		0
40	40	1	79	0	218	1	0	0	1	1	1	0	PCO REP 155	  - Cari Shumaker	138	292	0	1	winner	0		0
40	40	2	43	0	219	1	0	0	1	1	1	0	PCO REP 155	  - David R. Dumpert	138	292	0	0	candidate	0		0
40	40	3	16	0	220	1	0	0	1	1	1	0	PCO REP 155	  - Colten Renkel	138	292	0	0	candidate	0		0
41	41	1	136	0	221	1	0	0	1	1	1	0	PCO REP 161	  - Doug Kitchens	197	198	0	1	winner	0		0
41	41	2	61	0	222	1	0	0	1	1	1	0	PCO REP 161	  - Douglas B. Chadwick	197	198	0	0	candidate	0		0
42	42	1	52	0	223	1	0	0	1	1	1	0	PCO REP 165	  - David G. Bates	67	136	0	1	winner	0		0
42	42	2	15	0	224	1	0	0	1	1	1	0	PCO REP 165	  - Geremy  Jenkin	67	136	0	0	candidate	0		0
43	43	1	28	0	225	1	0	0	1	1	1	0	PCO REP 173	  - Rui V. Fidalgo	94	157	0	0	candidate	0		0
43	43	2	66	0	226	1	0	0	1	1	1	0	PCO REP 173	  - Ken Jarstad	94	157	0	1	winner	0		0
44	44	1	35	0	227	1	0	0	1	1	1	0	PCO REP 201	  - Gil Michael	92	190	1	1	winner	0		0
44	44	2	23	0	228	1	0	0	1	1	1	0	PCO REP 201	  - Erin Lyons	92	190	1	0	candidate	0		0
44	44	3	34	0	229	1	0	0	1	1	1	0	PCO REP 201	  - Ron Johnson	92	190	1	0	candidate	0		0
45	45	1	192	0	230	1	0	0	1	1	1	0	PCO REP 205	  - Deborah Schmitt	277	408	0	1	winner	0		0
45	45	2	85	0	231	1	0	0	1	1	1	0	PCO REP 205	  - Terry Lind	277	408	0	0	candidate	0		0
46	46	1	47	0	232	1	0	0	1	1	1	0	PCO REP 214	  - Heather George	98	160	1	1	winner	0		0
46	46	2	11	0	233	1	0	0	1	1	1	0	PCO REP 214	  - Thomas Berndt	98	160	1	0	candidate	0		0
46	46	3	28	0	234	1	0	0	1	1	1	0	PCO REP 214	  - Wayne Thomas	98	160	1	0	candidate	0		0
46	46	4	12	0	235	1	0	0	1	1	1	0	PCO REP 214	  - Kathryn Tubberville	98	160	1	0	candidate	0		0
47	47	1	40	0	236	1	0	0	1	1	1	0	PCO REP 217	  - William F. Stratton	89	162	0	1	winner	0		0
47	47	2	30	0	237	1	0	0	1	1	1	0	PCO REP 217	  - David Carl Hill	89	162	0	0	candidate	0		0
47	47	3	19	0	238	1	0	0	1	1	1	0	PCO REP 217	  - Michael Alan Wallace	89	162	0	0	candidate	0		0
48	48	1	77	0	239	1	0	0	1	1	1	0	PCO REP 218	  - Brett Carpenter	107	229	0	1	winner	0		0
48	48	2	30	0	240	1	0	0	1	1	1	0	PCO REP 218	  - Charlotte Corey	107	229	0	0	candidate	0		0
49	49	1	42	0	241	1	0	0	1	1	1	0	PCO REP 223	  - Phil Paquette	113	170	0	1	winner	0		0
49	49	2	41	0	242	1	0	0	1	1	1	0	PCO REP 223	  - Patrick A. Pettyjohn	113	170	0	0	candidate	0		0
49	49	3	30	0	243	1	0	0	1	1	1	0	PCO REP 223	  - Shawn Herron	113	170	0	0	candidate	0		0
50	50	1	46	0	244	1	0	0	1	1	1	0	PCO REP 227	  - Robert Bowling	133	183	0	0	candidate	0		0
50	50	2	35	0	245	1	0	0	1	1	1	0	PCO REP 227	  - John Broome	133	183	0	0	candidate	0		0
50	50	3	52	0	246	1	0	0	1	1	1	0	PCO REP 227	  - Sheri Johnson	133	183	0	1	winner	0		0
51	51	1	110	0	247	1	0	0	1	1	1	0	PCO REP 232	  - Robert Boulds	169	247	0	1	winner	0		0
51	51	2	59	0	248	1	0	0	1	1	1	0	PCO REP 232	  - Pam Leazer	169	247	0	0	candidate	0		0
52	52	1	47	0	249	1	0	0	1	1	1	0	PCO REP 240	  - Brenda A. Petrick	98	233	0	0	candidate	0		0
52	52	2	51	0	250	1	0	0	1	1	1	0	PCO REP 240	  - Steve Dole	98	233	0	1	winner	0		0
53	53	1	70	0	251	1	0	0	1	1	1	0	PCO REP 246	  - Jeffrey B. Maurer	134	253	3	1	winner	0		0
53	53	2	64	0	252	1	0	0	1	1	1	0	PCO REP 246	  - Shari Weber	134	253	3	0	candidate	0		0
54	54	1	83	0	253	1	0	0	1	1	1	0	PCO REP 247	  - Michael McKenzie	103	239	0	1	winner	0		0
54	54	2	20	0	254	1	0	0	1	1	1	0	PCO REP 247	  - Marrell Livesay	103	239	0	0	candidate	0		0
55	55	1	25	0	255	1	0	0	1	1	1	0	PCO REP 255	  - Donna J. Allen	101	187	0	0	candidate	0		0
55	55	2	49	0	256	1	0	0	1	1	1	0	PCO REP 255	  - Bob Lamb	101	187	0	1	winner	0		0
55	55	3	27	0	257	1	0	0	1	1	1	0	PCO REP 255	  - Carl Jensen	101	187	0	0	candidate	0		0
56	56	1	97	0	258	1	0	0	1	1	1	0	PCO REP 257	  - David T. Cole	166	278	0	1	winner	0		0
56	56	2	69	0	259	1	0	0	1	1	1	0	PCO REP 257	  - Debra J. Trudeau	166	278	0	0	candidate	0		0
57	57	1	58	0	260	1	0	0	1	1	1	0	PCO REP 258	  - Michael D. McInnis	100	162	0	1	winner	0		0
57	57	2	42	0	261	1	0	0	1	1	1	0	PCO REP 258	  - David J. Hastings	100	162	0	0	candidate	0		0
58	58	1	70	0	262	1	0	0	1	1	1	0	PCO REP 263	  - Alan Belnap	131	242	2	1	winner	0		0
58	58	2	61	0	263	1	0	0	1	1	1	0	PCO REP 263	  - Rachelle Ottosen	131	242	2	0	candidate	0		0
59	59	1	77	0	264	1	0	0	1	1	1	0	PCO REP 265	  - Juliana McMahan	108	154	0	1	winner	0		0
59	59	2	31	0	265	1	0	0	1	1	1	0	PCO REP 265	  - Elizabeth A. Lear	108	154	0	0	candidate	0		0
60	60	1	28	0	266	1	0	0	1	1	1	0	PCO REP 267	  - Pete Vanderwerff	84	184	0	0	candidate	0		0
60	60	2	56	0	267	1	0	0	1	1	1	0	PCO REP 267	  - Mark Rill	84	184	0	1	winner	0		0
61	61	1	52	0	268	1	0	0	1	1	1	0	PCO REP 269	  - Kathryn J. Simpson	94	142	0	1	winner	0		0
61	61	2	21	0	269	1	0	0	1	1	1	0	PCO REP 269	  - James Wennberg	94	142	0	0	candidate	0		0
61	61	3	21	0	270	1	0	0	1	1	1	0	PCO REP 269	  - Allan Ripley	94	142	0	0	candidate	0		0
62	62	1	47	0	271	1	0	0	1	1	1	0	PCO REP 271	  - Sean B. McDonald	68	115	2	1	winner	0		0
62	62	2	21	0	272	1	0	0	1	1	1	0	PCO REP 271	  - Jeremiah Lilly	68	115	2	0	candidate	0		0
63	63	1	56	0	273	1	0	0	1	1	1	0	PCO REP 304	  - Philip P. Mann	126	464	0	0	candidate	0		0
63	63	2	70	0	274	1	0	0	1	1	1	0	PCO REP 304	  - Alice Tawresey	126	464	0	1	winner	0		0
64	64	1	50	0	275	1	0	0	1	1	1	0	PCO REP 315	  - Dianne L. Stever	76	392	0	1	winner	0		0
64	64	2	26	0	276	1	0	0	1	1	1	0	PCO REP 315	  - Scott M. Manson	76	392	0	0	candidate	0		0
65	65	1	34	0	277	1	0	0	1	1	1	0	PCO REP 318	  - James M. Olsen	76	268	0	0	candidate	0		0
65	65	2	42	0	278	1	0	0	1	1	1	0	PCO REP 318	  - Ron Luke	76	268	0	1	winner	0		0
66	66	1	89	0	279	1	0	0	1	1	1	0	PCO REP 401	  - Mike Holm	135	237	1	1	winner	0		0
66	66	2	46	0	280	1	0	0	1	1	1	0	PCO REP 401	  - Elizabeth (Bettie) Thompson	135	237	1	0	candidate	0		0
67	67	1	68	0	281	1	0	0	1	1	1	0	PCO REP 404	  - Barbara Ann Stier	116	271	0	1	winner	0		0
67	67	2	48	0	282	1	0	0	1	1	1	0	PCO REP 404	  - Mark Desalvo	116	271	0	0	candidate	0		0
68	68	1	78	0	283	1	0	0	1	1	1	0	PCO REP 406	  - Jill  Johnston	110	251	2	1	winner	0		0
68	68	2	32	0	284	1	0	0	1	1	1	0	PCO REP 406	  - Asa Rubman	110	251	2	0	candidate	0		0
69	69	1	59	0	285	1	0	0	1	1	1	0	PCO REP 420	  - Dennis Kilpatrick	83	320	0	1	winner	0		0
69	69	2	24	0	286	1	0	0	1	1	1	0	PCO REP 420	  - Bret Alan Treadwell	83	320	0	0	candidate	0		0
70	70	1	43	0	287	1	0	0	1	1	1	0	PCO REP 425	  - Robert H. Ballard	126	235	0	0	candidate	0		0
70	70	2	60	0	288	1	0	0	1	1	1	0	PCO REP 425	  - Lynda Thompson	126	235	0	1	winner	0		0
70	70	3	23	0	289	1	0	0	1	1	1	0	PCO REP 425	  - Don  Rottler	126	235	0	0	candidate	0		0
